title,duration_seconds,durationText,date,videoId,url,keep
Paw Patrol Jungle Animal Rescue!,653,10:53,7-Aug-18,apbslSbcC44,https://www.youtube.com/watch?v=apbslSbcC44,y
Paw Patrol Vehicle Upgrades get painted the Wrong Colors!,674,11:14,7-Aug-18,b4-Wb1Ghc0U,https://www.youtube.com/watch?v=b4-Wb1Ghc0U,y
Paw Patrol Toy Learning Video for Kids - Adventure Bay Rescue Mission: Missing Cats & Everest!,698,11:38,7-Aug-18,yYm2vBHwosA,https://www.youtube.com/watch?v=yYm2vBHwosA,y
Learn Paw Patrol Vehicle Names for Kids in Fun Community Vehicle Animation!,325,5:25,7-Aug-19,JbzM3AoIcMs,https://www.youtube.com/watch?v=JbzM3AoIcMs,y
Paw Patrol Mighty Pups vs Romeo Wrong Color Video for Kids!,430,7:10,7-Aug-19,fBPxirRvKGM,https://www.youtube.com/watch?v=fBPxirRvKGM,y
Best Learning Video For Toddlers Paw Patrol Train and Weeble Treehouse Playset!,441,7:21,7-Aug-19,ycD2V9hgIbQ,https://www.youtube.com/watch?v=ycD2V9hgIbQ,y
🔴Paw Patrol Baby Pup Halloween Toy Learning Video for Kids!🔴,482,8:02,7-Aug-19,itFPNGi6Aqg,https://www.youtube.com/watch?v=itFPNGi6Aqg,y
Paw Patrol Skye's BIRTHDAY Animation for Kids Bonus Dance Party Footage!,603,10:03,7-Aug-19,#NAME?,https://www.youtube.com/watch?v=-Rxb6E5n9Pc,y
Paw Patrol Learning Video for Kids - Baby Pups No Bullying at School!,624,10:24,7-Aug-19,_HP6VjNYJc0,https://www.youtube.com/watch?v=_HP6VjNYJc0,y
Paw Patrol meet Rusty Rivets – Educational Toy Learning Mission for Kids!,661,11:01,7-Aug-19,#NAME?,https://www.youtube.com/watch?v=-Xwtxj4ngXU,y
Best Paw Patrol Toy Learning Video for Kids Dinosaur Rescue Mission!,736,12:16,7-Aug-19,cw7El_cpsPo,https://www.youtube.com/watch?v=cw7El_cpsPo,y
Paw Patrol Skye and Chase Cooking Contest Toy Food Video for Kids!,754,12:34,7-Aug-19,D9NCqkLnaL8,https://www.youtube.com/watch?v=D9NCqkLnaL8,y
🔴Paw Patrol🔴 get a New House Toy Learning Video for Kids!,765,12:45,7-Aug-19,z4MCaTh6iBI,https://www.youtube.com/watch?v=z4MCaTh6iBI,y
Toy Learning Video for Kids with Paw Patrol Ultimate Rescue Vehicles!,779,12:59,7-Aug-19,dQXTNzOA5gU,https://www.youtube.com/watch?v=dQXTNzOA5gU,y
Paw Patrol Go Shopping at the Mall - Toy Learning Video for Kids!,809,13:29,7-Aug-19,0HbezFupXCY,https://www.youtube.com/watch?v=0HbezFupXCY,y
Paw Patrol Baby Pup Halloween  & Cooking Contest Toy Learning Videos for Kids!,1236,20:36,7-Aug-19,DklThCgH-kU,https://www.youtube.com/watch?v=DklThCgH-kU,y
🔴Paw Patrol's Skye and Chase's fun day at the Playground No Bullying at School Baby Pups Videos!,1256,20:56,7-Aug-19,nSO51Kat_MI,https://www.youtube.com/watch?v=nSO51Kat_MI,y
Paw Patrol Learning Video for Kids - Learn Dinosaur Names and Meet Rex!,624,10:24,7-Aug-20,xfWwwHl0PGM,https://www.youtube.com/watch?v=xfWwwHl0PGM,y
Paw Patrol Home Alone Funny Toy Learning Video for Kids!,652,10:52,7-Aug-20,c8JayY-NtZk,https://www.youtube.com/watch?v=c8JayY-NtZk,y
"Kid's,  Let's Make a Toy Pizza for the Paw Patrol and Play with a Car Puzzle!",678,11:18,7-Aug-20,s9wMwTTq7DA,https://www.youtube.com/watch?v=s9wMwTTq7DA,y
Paw Patrol Toy Learning Video for Kids - Mighty Pups vs Battle Robot!,692,11:32,7-Aug-20,yKA7fsB4iuU,https://www.youtube.com/watch?v=yKA7fsB4iuU,y
Paw Patrol Cooking Cartoon for Kids - Pups Cook Food for Everest!,748,12:28,7-Aug-20,AQ0oLkwWV_A,https://www.youtube.com/watch?v=AQ0oLkwWV_A,y
Toy Learning Videos for Kids Paw Patrol Halloween and Home Alone Skits!,1134,18:54,7-Aug-20,lAJZJtZ36pM,https://www.youtube.com/watch?v=lAJZJtZ36pM,y
Paw Patrol Skye's Birthday & Cooking Contest Animations for Kids!,1232,20:32,7-Aug-20,7I0R01-WBqc,https://www.youtube.com/watch?v=7I0R01-WBqc,y
Paw Patrol Baby Pups Home Alone and get a New House Learning Videos for Kids!,1409,23:29,7-Aug-20,azno36Wl6Tk,https://www.youtube.com/watch?v=azno36Wl6Tk,y
Paw Patrol Go Swimming on a Hot Day and Learn about Money and Responsibility!,639,10:39,7-Aug-21,XAFRsABH-N4,https://www.youtube.com/watch?v=XAFRsABH-N4,y
Best Toy Learning Video for Kids - Paw Patrol Snuggle Pup Picnic!,660,11:00,7-Aug-21,5ZTaHF2ufuU,https://www.youtube.com/watch?v=5ZTaHF2ufuU,y
Toy Learning Video for Kids - Paw Patrol True Metal Vehicles Biggest Race!,687,11:27,7-Aug-21,ysPatzrJ09E,https://www.youtube.com/watch?v=ysPatzrJ09E,y
Paw Patrol Save the Dinosaurs and Mighty Pups vs Giant Battlebot!,1282,21:22,7-Aug-21,7hvQMPF-qn8,https://www.youtube.com/watch?v=7hvQMPF-qn8,y
Best Toy Learning Videos for Kids - Paw Patrol Eat Sushi!,585,9:45,7-Aug-22,2ZTpEkQD1Fw,https://www.youtube.com/watch?v=2ZTpEkQD1Fw,y
Best Toy Learning Videos for Kids - Paw Patrol Boats Water Play!,613,10:13,7-Aug-22,JINh4snXrKU,https://www.youtube.com/watch?v=JINh4snXrKU,y
Best ABC Learning Toy Video for Toddlers! Paw Patrol Letter Blocks for Kids!,618,10:18,7-Aug-22,_et1i-ykdxA,https://www.youtube.com/watch?v=_et1i-ykdxA,y
Paw Patrol Haunted House for Halloween!,777,12:57,7-Aug-22,BBLiAV1OWWY,https://www.youtube.com/watch?v=BBLiAV1OWWY,y
Paw Patrol Trick or Treat and Haunted House Halloween Videos for Kids!,1259,20:59,7-Aug-22,kTu8qpgaHmg,https://www.youtube.com/watch?v=kTu8qpgaHmg,y
Paw Patrol Pirate Adventure!,1290,21:30,7-Aug-23,UrRVZAqFRcc,https://www.youtube.com/watch?v=UrRVZAqFRcc,y
